temp 	PC	PE	
284	100.0	84.5
286	100.0	88.5
288	100.0	85.4
290	100.0	86.1
292	100.0	83.2
293	100.0	82.7
294	100.0	84.3
296	100.0	83.1
298	100.0	81.9
300	100.0	82.6
302	97.0	76.0
304	88.6	66.8
306	88.6	59.7
308	77.3	50.6
310	75.9	49.5
312	70.7	42.2
314	60.3	37.5
316	51.1	30.8
318	32.4	20.9
320	14.9	8.1
322	0.0	0.0
324	0.0	0.0
