temp 	PC	PE	
284	96.2	77.7
286	93.6	77.8
288	94.2	77.0
290	93.0	74.7
292	90.4	75.4
293	89.9	74.3
294	88.1	72.1
296	86.1	71.4
298	84.7	71.1
300	84.2	70.6
302	83.4	69.6
304	78.1	66.7
306	80.0	67.0
308	79.1	66.4
310	75.1	62.1
312	70.0	61.0
314	65.5	58.2
316	59.8	52.2
318	54.6	45.7
320	50.9	42.4
322	47.2	36.2
